type,value
GRADUADO,0.8814285714285701
GRADUADO,0.8628571428571419
GRADUADO,0.85578947368421
GRADUADO,0.8742857142857121
GRADUADO,0.879344262295082
GRADUADO,0.86581818181818
GRADUADO,0.8473684210526301
GRADUADO,0.8799999999999979
GRADUADO,0.821403508771928
GRADUADO,0.820655737704918
GRADUADO,0.83758620689655
GRADUADO,0.86103448275862
GRADUADO,0.8459649122807
GRADUADO,0.849285714285714
GRADUADO,0.889285714285714
GRADUADO,0.835862068965516
GRADUADO,0.8677192982456139
GRADUADO,0.835
GRADUADO,0.875087719298244
GRADUADO,0.857894736842104
GRADUADO,0.8610526315789461
GRADUADO,0.8963636363636359
GRADUADO,0.873684210526314
GRADUADO,0.8589285714285699
GRADUADO,0.88392857142857
GRADUADO,0.85185185185185
GRADUADO,0.8582142857142839
GRADUADO,0.869122807017544
GRADUADO,0.8574999999999999
GRADUADO,0.8533333333333321
GRADUADO,0.8452631578947359
GRADUADO,0.8255172413793099
GRADUADO,0.899649122807016
GRADUADO,0.8660714285714279
GRADUADO,0.9014035087719281
GRADUADO,0.82
GRADUADO,0.873333333333332
GRADUADO,0.801355932203388
GRADUADO,0.8378947368421039
GRADUADO,0.8766037735849039
GRADUADO,0.84877192982456
GRADUADO,0.880350877192982
GRADUADO,0.877894736842104
GRADUADO,0.884
GRADUADO,0.8609677419354821
GRADUADO,0.883157894736842
GRADUADO,0.880350877192982
GRADUADO,0.902456140350876
GRADUADO,0.8721428571428561
GRADUADO,0.850714285714284
GRADUADO,0.8659649122807
GRADUADO,0.8792
GRADUADO,0.8610526315789461
GRADUADO,0.8890566037735841
GRADUADO,0.834137931034482
GRADUADO,0.8667857142857139
GRADUADO,0.860714285714284
GRADUADO,0.883157894736842
GRADUADO,0.8428070175438579
GRADUADO,0.838214285714284
GRADUADO,0.8568421052631561
GRADUADO,0.862142857142856
GRADUADO,0.87642857142857
GRADUADO,0.808333333333332
GRADUADO,0.880357142857142
GRADUADO,0.8774999999999981
GRADUADO,0.848214285714284
GRADUADO,0.8989473684210519
GRADUADO,0.8694736842105261
GRADUADO,0.841754385964912
GRADUADO,0.87017543859649
GRADUADO,0.821333333333332
GRADUADO,0.8882142857142841
GRADUADO,0.893448275862068
GRADUADO,0.904210526315788
GRADUADO,0.848888888888888
GRADUADO,0.813666666666666
GRADUADO,0.8524137931034479
GRADUADO,0.8280701754385961
GRADUADO,0.873684210526314
GRADUADO,0.85890909090909
GRADUADO,0.8425
GRADUADO,0.8316666666666659
GRADUADO,0.8638596491228061
GRADUADO,0.860363636363636
GRADUADO,0.8658620689655161
GRADUADO,0.8259649122807
GRADUADO,0.8767857142857141
GRADUADO,0.884727272727272
GRADUADO,0.8403571428571419
GRADUADO,0.8698181818181799
GRADUADO,0.80206896551724
GRADUADO,0.7665625
GRADUADO,0.86290909090909
GRADUADO,0.824406779661016
GRADUADO,0.821379310344826
GRADUADO,0.79079365079365
GRADUADO,0.858113207547168
GRADUADO,0.840983606557376
GRADUADO,0.79864406779661
GRADUADO,0.8582142857142839
GRADUADO,0.8652631578947361
GRADUADO,0.8270967741935481
GRADUADO,0.763
GRADUADO,0.8494736842105259
GRADUADO,0.8613793103448261
GRADUADO,0.832068965517242
GRADUADO,0.7821428571428559
GRADUADO,0.795357142857142
GRADUADO,0.769824561403508
GRADUADO,0.884727272727272
GRADUADO,0.8694545454545439
GRADUADO,0.82142857142857
GRADUADO,0.73859649122807
GRADUADO,0.8407272727272719
GRADUADO,0.793214285714284
GRADUADO,0.8665454545454541
GRADUADO,0.7718032786885239
GRADUADO,0.837735849056602
GRADUADO,0.908
GRADUADO,0.842631578947368
GRADUADO,0.817454545454544
GRADUADO,0.825806451612902
GRADUADO,0.877090909090908
GRADUADO,0.778947368421052
GRADUADO,0.814642857142856
GRADUADO,0.8465454545454539
GRADUADO,0.9128571428571419
GRADUADO,0.8665454545454541
GRADUADO,0.8472727272727261
GRADUADO,0.8581481481481459
GRADUADO,0.804193548387096
GRADUADO,0.79516129032258
GRADUADO,0.779285714285714
GRADUADO,0.801090909090908
GRADUADO,0.8023333333333319
GRADUADO,0.8564285714285701
GRADUADO,0.837090909090908
GRADUADO,0.8147368421052621
GRADUADO,0.84148148148148
GRADUADO,0.86892857142857
GRADUADO,0.83032258064516
GRADUADO,0.832452830188678
GRADUADO,0.8589473684210519
GRADUADO,0.9289999999999979
GRADUADO,0.881454545454544
GRADUADO,0.8065573770491801
GRADUADO,0.813999999999998
GRADUADO,0.773898305084744
GRADUADO,0.8214545454545441
GRADUADO,0.8032
GRADUADO,0.818360655737704
GRADUADO,0.8342372881355921
GRADUADO,0.864912280701754
GRADUADO,0.82736842105263
GRADUADO,0.81890909090909
GRADUADO,0.889230769230768
GRADUADO,0.8761538461538461
GRADUADO,0.8965384615384601
GRADUADO,0.840408163265306
GRADUADO,0.839230769230768
GRADUADO,0.8426923076923061
GRADUADO,0.780833333333332
GRADUADO,0.863461538461538
GRADUADO,0.848518518518518
GRADUADO,0.8652830188679239
GRADUADO,0.835849056603772
GRADUADO,0.765714285714284
GRADUADO,0.863214285714284
GRADUADO,0.8022222222222221
GRADUADO,0.831698113207546
GRADUADO,0.812727272727272
GRADUADO,0.801818181818182
GRADUADO,0.788518518518518
GRADUADO,0.795
GRADUADO,0.871153846153846
GRADUADO,0.77911111111111
GRADUADO,0.900714285714284
GRADUADO,0.8981818181818181
GRADUADO,0.889397590361444
GRADUADO,0.795272727272726
GRADUADO,0.78392857142857
GRADUADO,0.766268656716416
GRADUADO,0.8375
GRADUADO,0.8969811320754699
GRADUADO,0.73125
GRADUADO,0.810877192982456
GRADUADO,0.7860714285714281
GRADUADO,0.845714285714284
GRADUADO,0.796785714285714
GRADUADO,0.8543859649122799
GRADUADO,0.77551724137931
GRADUADO,0.9035714285714279
GRADUADO,0.8396610169491521
GRADUADO,0.922456140350876
GRADUADO,0.668888888888888
GRADUADO,0.7438709677419341
GRADUADO,0.807636363636362
GRADUADO,0.808524590163934
GRADUADO,0.7390769230769221
GRADUADO,0.906415094339622
GRADUADO,0.914716981132074
GRADUADO,0.796610169491524
GRADUADO,0.873684210526316
GRADUADO,0.810819672131146
GRADUADO,0.8826415094339619
GRADUADO,0.864313725490196
GRADUADO,0.9106666666666661
GRADUADO,0.8788679245283
GRADUADO,0.875714285714284
GRADUADO,0.931785714285714
GRADUADO,0.888484848484848
GRADUADO,0.900754716981132
GRADUADO,0.913939393939394
GRADUADO,0.916619718309858
GRADUADO,0.85719298245614
GRADUADO,0.80955223880597
GRADUADO,0.7583606557377041
GRADUADO,0.71731343283582
GRADUADO,0.8112903225806439
GRADUADO,0.881379310344826
GRADUADO,0.8139393939393941
GRADUADO,0.787017543859648
GRADUADO,0.86295081967213
GRADUADO,0.8774545454545439
GRADUADO,0.861785714285714
GRADUADO,0.818484848484848
GRADUADO,0.776901408450704
GRADUADO,0.7891176470588219
GRADUADO,0.8424242424242421
GRADUADO,0.674390243902438
GRADUADO,0.91132075471698
GRADUADO,0.82
GRADUADO,0.9415094339622639
GRADUADO,0.788421052631578
GRADUADO,0.842413793103448
GRADUADO,0.847777777777776
GRADUADO,0.786567164179104
GRADUADO,0.870188679245282
GRADUADO,0.886060606060606
GRADUADO,0.832881355932202
GRADUADO,0.8221818181818181
GRADUADO,0.894339622641508
GRADUADO,0.8288888888888881
GRADUADO,0.8708771929824559
GRADUADO,0.7864406779661001
GRADUADO,0.767936507936506
GRADUADO,0.857777777777776
GRADUADO,0.898867924528302
GRADUADO,0.8609836065573759
GRADUADO,0.827118644067796
GRADUADO,0.829830508474576
GRADUADO,0.8461818181818179
GRADUADO,0.751764705882352
GRADUADO,0.709210526315788
GRADUADO,0.807164179104476
GRADUADO,0.909285714285714
GRADUADO,0.800333333333332
GRADUADO,0.919245283018868
GRADUADO,0.806315789473684
GRADUADO,0.799032258064516
GRADUADO,0.794666666666666
GRADUADO,0.8069090909090899
GRADUADO,0.815862068965516
GRADUADO,0.8135593220338979
GRADUADO,0.8618518518518499
GRADUADO,0.835
GRADUADO,0.85578947368421
GRADUADO,0.7954098360655719
GRADUADO,0.824912280701754
GRADUADO,0.844999999999998
GRADUADO,0.815333333333332
GRADUADO,0.859642857142856
GRADUADO,0.833571428571428
GRADUADO,0.878484848484848
GRADUADO,0.87859649122807
GRADUADO,0.886037735849056
GRADUADO,0.793720930232558
GRADUADO,0.7535593220338981
GRADUADO,0.829642857142856
GRADUADO,0.8240000000000001
GRADUADO,0.8633333333333321
GRADUADO,0.788571428571428
GRADUADO,0.8107142857142859
GRADUADO,0.8230508474576259
GRADUADO,0.866181818181818
GRADUADO,0.825818181818182
GRADUADO,0.703513513513512
GRADUADO,0.861090909090908
GRADUADO,0.791232876712328
GRADUADO,0.780350877192982
GRADUADO,0.788059701492536
GRADUADO,0.8124242424242419
GRADUADO,0.876785714285712
GRADUADO,0.818275862068964
GRADUADO,0.87438596491228
GRADUADO,0.818545454545454
GRADUADO,0.8958490566037719
GRADUADO,0.843793103448274
GRADUADO,0.8209836065573761
GRADUADO,0.874285714285714
GRADUADO,0.87090909090909
GRADUADO,0.92315789473684
GRADUADO,0.851636363636362
GRADUADO,0.7447222222222221
GRADUADO,0.942641509433962
GRADUADO,0.9252830188679241
GRADUADO,0.863030303030302
GRADUADO,0.89090909090909
GRADUADO,0.804242424242424
GRADUADO,0.839393939393938
GRADUADO,0.822727272727272
GRADUADO,0.831929824561402
GRADUADO,0.874035087719298
GRADUADO,0.852
GRADUADO,0.8660714285714279
GRADUADO,0.884912280701754
GRADUADO,0.8498245614035079
GRADUADO,0.857878787878788
GRADUADO,0.820727272727272
GRADUADO,0.80328358208955
GRADUADO,0.859344262295082
GRADUADO,0.8577142857142841
GRADUADO,0.8314285714285701
GRADUADO,0.874
GRADUADO,0.823030303030302
GRADUADO,0.706923076923076
GRADUADO,0.788363636363636
GRADUADO,0.789999999999998
GRADUADO,0.79
GRADUADO,0.88280701754386
GRADUADO,0.836666666666666
GRADUADO,0.8314285714285701
GRADUADO,0.879090909090908
GRADUADO,0.884262295081966
GRADUADO,0.884210526315788
GRADUADO,0.85
GRADUADO,0.8975675675675661
GRADUADO,0.843823529411764
GRADUADO,0.8162857142857121
GRADUADO,0.812266666666666
GRADUADO,0.776716417910446
GRADUADO,0.8168571428571421
GRADUADO,0.8631578947368419
GRADUADO,0.7397368421052619
GRADUADO,0.73391304347826
GRADUADO,0.820701754385964
GRADUADO,0.79642857142857
GRADUADO,0.749666666666666
GRADUADO,0.8411428571428561
GRADUADO,0.793333333333332
GRADUADO,0.8617543859649119
GRADUADO,0.864242424242424
GRADUADO,0.8471641791044761
GRADUADO,0.8573134328358201
GRADUADO,0.746571428571428
GRADUADO,0.727777777777776
GRADUADO,0.76
GRADUADO,0.8172727272727259
GRADUADO,0.76142857142857
GRADUADO,0.78877192982456
GRADUADO,0.8872727272727261
GRADUADO,0.719354838709676
GRADUADO,0.857090909090908
GRADUADO,0.8150000000000001
GRADUADO,0.797049180327868
GRADUADO,0.8126315789473679
GRADUADO,0.86
GRADUADO,0.7016
GRADUADO,0.841851851851852
GRADUADO,0.827037037037036
GRADUADO,0.8516129032258061
GRADUADO,0.85392857142857
GRADUADO,0.697746478873238
GRADUADO,0.916190476190476
GRADUADO,0.69462686567164
GRADUADO,0.842105263157894
GRADUADO,0.8582142857142839
GRADUADO,0.8206896551724119
GRADUADO,0.8410526315789459
GRADUADO,0.856610169491524
GRADUADO,0.8889655172413781
GRADUADO,0.867857142857142
GRADUADO,0.8275
GRADUADO,0.826545454545454
GRADUADO,0.842295081967212
GRADUADO,0.913333333333332
GRADUADO,0.869122807017544
GRADUADO,0.82
GRADUADO,0.890357142857142
GRADUADO,0.833090909090908
GRADUADO,0.861785714285714
GRADUADO,0.833571428571428
GRADUADO,0.7575384615384599
GRADUADO,0.848253968253968
GRADUADO,0.752328767123286
GRADUADO,0.797333333333332
GRADUADO,0.8885714285714281
GRADUADO,0.83490909090909
GRADUADO,0.874285714285714
GRADUADO,0.8499999999999981
GRADUADO,0.8590322580645161
GRADUADO,0.789090909090908
GRADUADO,0.893333333333332
GRADUADO,0.81728813559322
GRADUADO,0.839298245614034
GRADUADO,0.907619047619046
GRADUADO,0.8800000000000001
GRADUADO,0.8948
GRADUADO,0.82
GRADUADO,0.8662962962962959
GRADUADO,0.865762711864406
GRADUADO,0.8459649122807
GRADUADO,0.8785714285714279
GRADUADO,0.8552542372881341
GRADUADO,0.837543859649122
GRADUADO,0.8234782608695641
GRADUADO,0.82507042253521
GRADUADO,0.7142465753424639
GRADUADO,0.8888888888888881
GRADUADO,0.877142857142856
GRADUADO,0.81103448275862
GRADUADO,0.808695652173912
GRADUADO,0.877391304347826
GRADUADO,0.85392857142857
GRADUADO,0.8867857142857141
GRADUADO,0.846666666666666
GRADUADO,0.8354385964912259
GRADUADO,0.835357142857142
GRADUADO,0.895409836065572
GRADUADO,0.827017543859648
GRADUADO,0.863214285714284
GRADUADO,0.8172413793103439
GRADUADO,0.85890909090909
GRADUADO,0.822105263157894
GRADUADO,0.822105263157894
GRADUADO,0.909285714285714
GRADUADO,0.723548387096774
GRADUADO,0.807333333333332
GRADUADO,0.850689655172412
GRADUADO,0.844074074074074
GRADUADO,0.87967213114754
GRADUADO,0.845
GRADUADO,0.7815624999999999
GRADUADO,0.853846153846152
GRADUADO,0.8474999999999999
GRADUADO,0.832333333333332
GRADUADO,0.9052307692307681
GRADUADO,0.8
GRADUADO,0.8714285714285699
GRADUADO,0.8590322580645161
GRADUADO,0.86
GRADUADO,0.8681967213114741
GRADUADO,0.845862068965516
GRADUADO,0.8392857142857141
GRADUADO,0.830163934426228
GRADUADO,0.8331147540983601
GRADUADO,0.832413793103448
GRADUADO,0.833870967741934
GRADUADO,0.8348275862068959
GRADUADO,0.932727272727272
GRADUADO,0.871923076923076
GRADUADO,0.847499999999998
GRADUADO,0.849655172413792
GRADUADO,0.8485714285714281
GRADUADO,0.779661016949152
GRADUADO,0.8721428571428561
GRADUADO,0.8867741935483859
GRADUADO,0.8706451612903219
GRADUADO,0.828
GRADUADO,0.882857142857142
GRADUADO,0.842962962962962
GRADUADO,0.786785714285714
GRADUADO,0.8561290322580639
GRADUADO,0.804516129032258
GRADUADO,0.8025
GRADUADO,0.862222222222222
GRADUADO,0.8669841269841261
GRADUADO,0.750588235294116
GRADUADO,0.781724137931034
GRADUADO,0.854074074074072
GRADUADO,0.814333333333332
GRADUADO,0.9055555555555539
GRADUADO,0.835172413793102
GRADUADO,0.836666666666666
GRADUADO,0.81037037037037
GRADUADO,0.845079365079364
GRADUADO,0.80779661016949
GRADUADO,0.8316363636363621
GRADUADO,0.8618181818181799
GRADUADO,0.8507407407407401
GRADUADO,0.781311475409836
GRADUADO,0.87470588235294
GRADUADO,0.8190322580645161
GRADUADO,0.7259375
GRADUADO,0.845
GRADUADO,0.8331034482758619
GRADUADO,0.859999999999998
GRADUADO,0.8529032258064501
GRADUADO,0.837096774193548
GRADUADO,0.849206349206348
GRADUADO,0.853571428571428
GRADUADO,0.800655737704918
GRADUADO,0.828571428571428
GRADUADO,0.8417857142857139
GRADUADO,0.8314285714285701
GRADUADO,0.779
GRADUADO,0.865
GRADUADO,0.84148148148148
GRADUADO,0.827462686567164
GRADUADO,0.85855072463768
GRADUADO,0.8679411764705881
GRADUADO,0.8317857142857139
GRADUADO,0.8800000000000001
GRADUADO,0.8592307692307679
GRADUADO,0.8365217391304339
GRADUADO,0.828709677419354
GRADUADO,0.8944262295081961
GRADUADO,0.861071428571428
GRADUADO,0.779661016949152
GRADUADO,0.831929824561402
GRADUADO,0.8589285714285699
GRADUADO,0.875937499999998
GRADUADO,0.8345098039215679
GRADUADO,0.788813559322034
GRADUADO,0.795081967213114
GRADUADO,0.9168253968253961
GRADUADO,0.8628571428571419
GRADUADO,0.844285714285714
GRADUADO,0.817543859649122
GRADUADO,0.8346428571428561
GRADUADO,0.8853571428571421
GRADUADO,0.8426923076923061
GRADUADO,0.88156862745098
GRADUADO,0.851698113207546
GRADUADO,0.882499999999998
GRADUADO,0.8189473684210521
GRADUADO,0.845357142857142
GRADUADO,0.86078431372549
GRADUADO,0.8556666666666659
GRADUADO,0.8425
GRADUADO,0.860363636363636
GRADUADO,0.7967741935483861
GRADUADO,0.822758620689654
GRADUADO,0.862758620689654
GRADUADO,0.832542372881354
GRADUADO,0.7863157894736841
GRADUADO,0.925
GRADUADO,0.852
GRADUADO,0.7995180722891561
GRADUADO,0.75560975609756
GRADUADO,0.8559999999999979
GRADUADO,0.851228070175438
GRADUADO,0.833684210526316
GRADUADO,0.90734693877551
GRADUADO,0.818285714285714
GRADUADO,0.850980392156862
GRADUADO,0.766129032258064
GRADUADO,0.819310344827586
GRADUADO,0.8751515151515139
GRADUADO,0.745151515151514
GRADUADO,0.814893617021276
GRADUADO,0.8240740740740741
GRADUADO,0.87438596491228
GRADUADO,0.8545098039215681
